Keyword,Region,Match type,Origin,Optimal Cost,Gurobi Pred,Gurobi Pred over Base,Actual Model Pred,Diff,t_Clicks_OptCost,Bid
industrial engineering online,USA,Exact match,existing searches,0.9599999685015946,0.8638047633160002,0.3541702089298613,0.863805,-2.326976411559656e-07,-0.029488623,3.5237293470361393
industrial engineering online,USA,Phrase match,existing searches,0.9599999685015946,0.8776072238300007,0.3541701410625141,0.8776075,-3.005649883425221e-07,-0.029488683,3.52373002226574
industrial engineering online,USA,Broad match,existing searches,0.9599999685015946,1.0700674651300008,0.3541703222428853,1.0700675,-5.977997230566245e-08,0.05705893,3.523728219656449
it short courses,USA,Broad match,existing searches,0.9599999685015946,1.120163671380001,0.2465194386300619,1.1201639,-2.461615029591968e-07,0.012436986,5.062480938571654
learning management system portal,USA,Exact match,existing searches,0.9599999685015947,0.9808684781100004,0.2465191677118986,0.9808688,-3.382657319805915e-07,0.082533,5.062486502106736
learning management system portal,USA,Broad match,existing searches,0.9599999685015946,1.1513326853800003,0.2465193957376663,1.1513329,-1.6984460904367893e-07,0.012436986,5.062481819402692
learning tcsionhub,USA,Exact match,existing searches,0.9599999685015947,1.042673644050001,0.2465192642053355,1.042674,-3.013769398485522e-07,0.08253294,5.062484520530475
learning to solve problems,USA,Exact match,existing searches,0.9599999685015947,1.0435404365900005,0.2465192263963664,1.0435406,-1.603719745890686e-07,0.1287204,5.062485296970201
lms,A,Broad match,existing searches,19.14000058805734,15.05870819483,13.931557301618634,15.05871,-1.903436603001296e-06,6.905492,1.7860171857157445
lms learning program,USA,Exact match,existing,0.9599999685015947,0.9615824096100012,0.3455086223976295,0.9615828,-3.702743370803674e-07,0.08253312,3.61206603294493
lms learning program,USA,Phrase match,existing,0.9599999685015947,1.0680793634500012,0.3455087057198986,1.0680796,-2.2734742310959177e-07,0.082533,3.612065161865466
lms learning program,USA,Broad match,existing,19.14000058805734,6.42449387804,5.747675626430198,6.424493,1.0420414646716836e-06,2.7492058,4.329054452909064
lms learning program,A,Phrase match,existing,19.14000058805734,15.26471694524,14.267785571166971,15.264719,-2.06415941406135e-06,7.5272236,1.7439287015048286
lms learning program,A,Broad match,existing,19.14000058805734,15.33226110784,14.381082199491916,15.332263,-1.8850188876484708e-06,7.6226883,1.7301897325469446
metadata certification,A,Broad match,existing searches,20.639999313667765,13.63746770644,12.392869198558836,13.637469,-1.5852470109933847e-06,6.1635194,2.165115977411299
microsoft project management certification,USA,Broad match,existing searches,0.6399999929455609,4.35499169527,0.0180518835634568,4.354992,-2.175717970231973e-07,0.0,46.089372774012475
mit beaver works,USA,Exact match,existing searches,0.9599999685015946,1.101140444396,0.3541701484899331,1.1011406,-1.7392827977857905e-07,-0.029488623,3.5237299483684352
mit beaver works,USA,Phrase match,existing searches,0.9599999685015946,1.1155216301600002,0.3541702235857509,1.1155218,-1.5843710676755054e-07,-0.029488564,3.5237292012209775
mit beaver works,USA,Broad match,existing searches,0.9599999685015946,1.3451402954600005,0.3541703395388274,1.3451405,-1.6169331984450253e-07,0.012436986,3.5237280475748474
mit opencourseware certificate,USA,Exact match,existing searches,0.9599999685015946,0.8622620322500005,0.2465191104207769,0.86226237,-3.359522089407818e-07,0.08253294,5.06248767863025
mit opencourseware manufacturing processes,USA,Exact match,existing searches,0.9599999685015946,0.7679533062000006,0.3541703221816747,0.7679535,-2.088527948362895e-07,-0.029488623,3.5237282202654487
mit opencourseware manufacturing processes,USA,Phrase match,existing searches,0.9599999685015946,0.8466669407400008,0.3541702416452285,0.84666723,-2.893892411259813e-07,-0.029488564,3.5237290215426733
mit opencourseware manufacturing processes,USA,Broad match,existing searches,0.9599999685015946,1.0402480937400005,0.3541703201689861,1.0402482,-6.18538715801975e-08,0.05705905,3.523728240290186
mit opencourseware physics,USA,Exact match,existing searches,0.9599999685015947,0.92260100118,0.3549634980328746,0.92260134,-3.410212330301477e-07,-0.029488623,3.5158543511324396
mit opencourseware physics,USA,Phrase match,existing searches,0.9599999685015947,1.02851922977,0.3549635576012684,1.0285195,-2.814528392569571e-07,-0.029488623,3.5158537611175147
mit opencourseware physics,USA,Broad match,existing searches,0.9599999685015947,1.2077178250700005,0.3549637686162954,1.207718,-1.8964710180036093e-07,0.05705905,3.5158516710507475
mit opencourseware system dynamics,USA,Exact match,existing searches,0.9599999685015947,0.8969527362,0.2551807044159424,0.896953,-2.505172240763187e-07,0.016698718,4.890651751700801
mit opencourseware system dynamics,USA,Phrase match,existing searches,0.9599999685015947,0.97566637074,0.2551808026934301,0.97566664,-2.714490259236868e-07,0.016698658,4.890649868169744
mit opencourseware system dynamics,USA,Broad match,existing searches,0.9599999685015947,1.3256958146700006,0.2551808972963434,1.325696,-1.7684611264279226e-07,0.058624387,4.890648055064881
mit opencourseware systems thinking,USA,Exact match,existing searches,0.9599999685015946,0.8334766799760002,0.354170280153765,0.8334769,-2.2107838215656986e-07,0.016698718,3.5237286384115767
mit opencourseware systems thinking,USA,Phrase match,existing searches,0.9599999685015946,0.8478578657400007,0.3541702062379712,0.84785813,-2.65191853587865e-07,0.016698718,3.5237293738184374
mit opencourseware systems thinking,USA,Broad match,existing searches,0.9599999685015946,1.101541758370001,0.3541703828092404,1.1015418,7.86382736706059e-10,0.058624268,3.5237276170668905
mit systems engineering,USA,Exact match,existing searches,0.9599999685015947,1.05115513228,0.2551807584625563,1.0511553,-1.964706102253189e-07,0.016698837,4.890650715873616
mit systems engineering,USA,Phrase match,existing searches,0.9599999685015947,1.1298687668200005,0.2551806779261101,1.129869,-2.1740241162859775e-07,0.016698837,4.890652259390278
mit systems engineering,USA,Broad match,existing searches,0.9599999685015947,1.3835526594500012,0.2551809439043468,1.3835528,-1.3023810918610934e-07,0.058624387,4.89064716180327
nanodegree,USA,Exact match,existing searches,0.9599999685015946,0.9443615485760006,0.3541701842876705,0.9443618,-2.573398318883591e-07,-0.029488623,3.52372959220757
nanodegree,USA,Phrase match,existing searches,0.9599999685015946,0.958742734340001,0.354170140174199,0.9587429,-1.822440138798953e-07,-0.029488623,3.523730031103816
nanodegree,USA,Broad match,existing searches,0.9599999685015946,1.1512029756400008,0.3541703213545699,1.1512032,-1.798775772776651e-07,0.012436926,3.523728228494519
open course ware,USA,Broad match,existing searches,0.9599999685015946,1.1280193815200013,0.2465194354026001,1.1280196,-1.897843200371341e-07,0.05705899,5.062481004850257
open learning library mit,USA,Exact match,existing searches,0.9599999685015946,1.1540479085160005,0.3541701457215056,1.1540482,-2.9590599681661445e-07,-0.029488623,3.5237299759122327
open learning library mit,USA,Phrase match,existing searches,0.9599999685015946,1.1684290942800006,0.3541702208173236,1.1684294,-2.804148235835413e-07,-0.029488623,3.523729228764762
open learning library mit,USA,Broad match,existing searches,0.9599999685015946,1.2727130161800009,0.3541703330554586,1.2727132,-1.6817668857527226e-07,0.012436986,3.5237281120794837
opencourseware ocw,USA,Exact match,existing searches,0.9599999685015947,0.9353072306100004,0.3455086013260953,0.9353076,-3.913458712645479e-07,0.08253294,3.6120662532340124
opencourseware ocw,USA,Phrase match,existing searches,0.9599999685015947,1.0418041844500006,0.3455086846483648,1.0418044,-2.4841895696070537e-07,0.082533,3.612065382154438
opencourseware ocw,USA,Broad match,existing searches,0.9599999685015947,1.084228207950001,0.3455087446016123,1.0842284,-1.884657094830544e-07,0.012436867,3.612064755382893
problem solving course,USA,Broad match,existing searches,0.9599999685015946,1.0320151713600003,0.2465194729080044,1.0320153,-1.5227891569935537e-07,0.012436986,5.0624802346457995
problems need to be solved,USA,Broad match,existing searches,0.6399999929455923,1.043950902960001,0.018052327177225,1.0439508,1.0683268159006333e-07,0.0,46.08824018428659
quality software management systems thinking,USA,Broad match,existing searches,30.93000080234073,15.735709620880002,11.660158587859982,15.73571,-5.231629671698101e-07,4.6293745,3.4484094482991594
short courses yale,USA,Exact match,existing searches,0.9599999685015947,1.2041126481000004,0.3549635997716007,1.204113,-3.58491796470517e-07,0.082533,3.515853343427584
short courses yale,USA,Phrase match,existing searches,0.9599999685015947,1.3106096019400006,0.3549635638845807,1.3106099,-3.347741717174557e-07,0.082533,3.515853698882375
short courses yale,USA,Broad match,existing searches,0.9599999685015947,1.1445588794400003,0.3549636331249979,1.1445591,-2.655337545398595e-07,0.012436867,3.515853013067958
software architecture challenges,USA,Exact match,existing searches,0.9599999685015947,0.944664622240001,0.2551808008479417,0.9446649,-2.73294514352429e-07,-0.029488683,4.890649903539322
software architecture challenges,USA,Phrase match,existing searches,0.9599999685015947,1.0233782567800005,0.2551808395207842,1.0233785,-2.346216718684957e-07,-0.029488564,4.89064916235776
software architecture challenges,USA,Broad match,existing searches,0.9599999685015947,1.2025768520800009,0.2551809313265218,1.202577,-1.4281593418985494e-07,0.012436986,4.8906474028624425
stanford msx review,USA,Exact match,existing searches,0.9599999685015946,0.895586584016,0.354170236989175,0.8955868,-2.0463832739459065e-07,-0.029488623,3.523729067866924
stanford msx review,USA,Phrase match,existing searches,0.9599999685015946,0.9099677697800004,0.3541703120849929,0.9099679,-1.2954250949714918e-07,-0.029488623,3.5237283207198384
stanford msx review,USA,Broad match,existing searches,0.9599999685015946,1.2130406455800005,0.3541703777119585,1.2130408,-1.831248335193436e-07,0.012436867,3.5237276677809937
system design certification,USA,Broad match,existing,0.9599999685015947,1.3727606545700006,0.2551809560073785,1.3727608,-1.1813507749813824e-07,0.012436986,4.8906469298437285
system design certification,A,Phrase match,existing,19.14000058805737,14.55544608554,13.684221086112204,14.555447,-5.392158595185492e-07,7.7095118,1.8182986527254184
system design certification,B,Exact match,existing,25.20000040806218,64.1883725509,63.33205216973545,64.18837,2.799923436214158e-06,50.31172,0.5172736301467252
system design certification,B,Broad match,existing,25.20000040806218,65.16656087101,63.80808733165759,65.16656,3.558998287189752e-06,50.60246,0.5134145513593442
system development,USA,Exact match,existing searches,0.9599999685015947,0.9361489150400004,0.2551807496423564,0.93614924,-3.245000996798808e-07,0.016698718,4.890650884916607
system development,USA,Phrase match,existing searches,0.9599999685015947,1.01486254958,0.2551807883151991,1.0148628,-2.2622261219851225e-07,0.016698718,4.890650143734742
system development,USA,Broad match,existing searches,0.9599999685015947,1.2685464422100008,0.2551809350841463,1.2685466,-1.3905830975602385e-07,0.058624446,4.8906473308460265
systems development training,USA,Broad match,existing searches,0.9599999685015947,1.2664085867700003,0.25518085983366,1.2664088,-2.143087960426726e-07,0.058624446,4.8906487730529
systems thinking made simple new hope for solving wicked problems,USA,Broad match,existing searches,0.9599999685015947,1.1877758257700002,0.2551809900117909,1.187776,-1.4373530987654706e-07,0.058624387,4.890646278135405
udemy,USA,Phrase match,existing searches,0.9599999685015946,0.96821028415,0.2465193313721373,0.96821046,-1.74605493286073e-07,-0.029488623,5.062483141202968
udemy,USA,Broad match,existing searches,0.9599999685015946,0.90705384915,0.2465192884696105,0.90705395,-9.829873048872173e-08,0.012437046,5.062484022242826
udemy,A,Broad match,existing searches,1.930000054365566,1.2233291877279997,0.4225198639403105,1.2233293,-1.1792080401029637e-07,0.26457083,5.938182520644007
udemy coursera,USA,Phrase match,existing searches,0.9599999685015946,0.9398473671500002,0.2465192249838624,0.9398476,-2.2138912336711059e-07,0.082533,5.062485325977191
ui ux design free course with certificate,B,Broad match,existing searches,19.83000045020789,46.501562651010005,45.64382910332248,46.50156,2.439828364231289e-06,44.16301,0.564786107820077
understanding systems,USA,Exact match,existing searches,0.9599999685015947,0.8835201658400003,0.3549635209234658,0.88352054,-3.777352866052297e-07,0.016698718,3.5158541244049593
understanding systems,USA,Phrase match,existing searches,0.9599999685015947,0.9900171196800002,0.354963604245735,0.9900175,-3.5401766218523534e-07,0.016698718,3.515853299112055
understanding systems,USA,Broad match,existing searches,0.9599999685015947,1.1352147267100008,0.3549638197657259,1.1352149,-1.981023161068407e-07,0.058624387,3.5158511644250003
